state,date,total_enrolment,monthly_growth,child_ratio,youth_ratio,adult_ratio,demo_update_pressure,biometric_update_pressure
Punjab,2025-09-09,1198,0.7493415269705366,0.8925382252838556,0.1019854173117664,0.00547635740437797,2938.0,8012.0
Punjab,2025-09-10,1297,0.897075911829872,0.8950372710526063,0.10240951127789685,0.0025532176694967393,2747.0,6954.0
Punjab,2025-09-11,1139,0.668989417307622,0.8816551398466203,0.11502905295618389,0.003315807197195818,3397.0,8671.0
Punjab,2025-09-12,1083,0.6839088635929276,0.8823942413665328,0.11579226482466476,0.0018134938088024144,4446.0,8579.0
Punjab,2025-09-13,922,0.884888553384794,0.8854270808092862,0.10725369520482303,0.007319223985890652,1952.0,7412.0
Punjab,2025-09-14,57,0.2494047619047619,0.8303571428571429,0.16964285714285715,0.0,138.0,331.0
Punjab,2025-09-15,995,0.8498684994729544,0.9052654780505458,0.09002076144525258,0.00471376050420168,4243.0,8797.0
Punjab,2025-09-16,1045,0.853033575044881,0.8858472257317088,0.1121086345639844,0.002044139704306835,1829.0,9199.0
Punjab,2025-09-17,1026,0.7574868255944215,0.8756849240082947,0.11796367116384612,0.006351404827859121,3045.0,9146.0
Punjab,2025-09-18,1068,0.8570221113506934,0.9079548048986104,0.08713671401808108,0.004908481083308556,2501.0,8839.0
Punjab,2025-09-19,978,0.8562268227033129,0.8933249117231017,0.10578619938800933,0.0008888888888888888,1243.0,7073.0
Punjab,2025-09-20,769,0.836983606501942,0.879805784745933,0.11766713944179269,0.002527075812274368,1066.0,0.0
Punjab,2025-09-21,38,0.28846153846153844,0.8397435897435896,0.16025641025641024,0.0,0.0,0.0
Punjab,2025-09-22,238,0.5637940722011519,0.8091866835229667,0.17753898019384745,0.01327433628318584,0.0,0.0
Punjab,2025-09-23,1032,0.7647794509048677,0.890538297378255,0.10210055034301027,0.007361152278734696,0.0,0.0
Punjab,2025-09-24,1060,0.698078752879735,0.8772055598021187,0.11545399946785523,0.007340440730026073,0.0,0.0
Punjab,2025-09-25,922,0.7041252719771643,0.8892219267391012,0.1059829246398393,0.004795148621059552,0.0,0.0
Punjab,2025-09-26,649,0.6284401147146245,0.8822957449934047,0.11241324971559,0.005291005291005292,0.0,0.0
Punjab,2025-09-27,224,0.2183219178082192,0.9269406392694065,0.06963470319634703,0.003424657534246575,0.0,0.0
Punjab,2025-09-28,7,-0.07142857142857142,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0
Punjab,2025-09-29,117,0.11648745519713262,0.8109318996415771,0.18369175627240142,0.005376344086021506,0.0,0.0
Punjab,2025-09-30,19,0.0,0.3888888888888889,0.3888888888888889,0.2222222222222222,0.0,0.0
Punjab,2025-10-13,1064,0.8257667562719376,0.8344186397942874,0.1398725698596165,0.025708790346096046,869.0,0.0
Punjab,2025-10-15,1006,0.5323914041959155,0.8772192928207967,0.10828613742147576,0.014494569757727652,1519.0,0.0
Punjab,2025-10-16,547,0.5341063116461522,0.8573751650444877,0.12058169438647526,0.022043140569036983,1436.0,0.0
Punjab,2025-10-17,933,1.0176968923552405,0.880113505143214,0.10708386538748987,0.012802629469296136,2672.0,0.0
Punjab,2025-10-18,950,0.7233752511441887,0.8693153648096118,0.12556011411759121,0.005124521072796934,1299.0,0.0
Punjab,2025-10-19,648,0.6711552234530176,0.8903142507002801,0.10539653361344536,0.00428921568627451,824.0,0.0
Punjab,2025-10-20,76,0.135752688172043,0.8306451612903226,0.1693548387096774,0.0,0.0,0.0
Punjab,2025-10-21,189,0.30178087495160666,0.7602593883081687,0.15156794425087108,0.08817266744096013,237.0,0.0
Punjab,2025-10-22,2,-0.25,0.0,1.0,0.0,35.0,0.0
Punjab,2025-10-23,6,0.0,0.5,0.0,0.5,112.0,0.0
Punjab,2025-10-24,275,0.37557720057720057,0.7941197691197691,0.17406204906204906,0.031818181818181815,1251.0,0.0
Punjab,2025-10-25,489,0.5152330293819656,0.8872365754812563,0.10882725430597771,0.003936170212765958,0.0,0.0
Punjab,2025-10-26,259,0.30249393463679175,0.8343751486608629,0.1610793967936825,0.004545454545454545,2980.0,0.0
Rajasthan,2025-03-09,94,0.0,0.43617021276595747,0.3829787234042553,0.18085106382978725,0.0,0.0
Rajasthan,2025-04-01,16842,0.47048484744760233,0.685739373188278,0.2534995769097714,0.06076104990195063,62812.0,376914.0
Rajasthan,2025-05-01,2961,0.3273396579396367,0.6489447584115885,0.3245998781564482,0.02645536343196329,26898.0,324061.0
Rajasthan,2025-06-01,6616,0.6671047637330297,0.5833584607020478,0.3781793439461802,0.03846219535177197,29008.0,416695.0
Rajasthan,2025-07-01,28786,0.44462428775928287,0.593576905692015,0.3795725267613863,0.026850567546598585,51281.0,650116.0
Rajasthan,2025-09-01,4823,1.1144545191566124,0.6491902652972835,0.3430207427423883,0.007788991960328152,6063.0,24299.0
Rajasthan,2025-09-02,4825,1.05841717399432,0.7260261758721106,0.2669973717591278,0.006976452368761555,5598.0,17371.0
Rajasthan,2025-09-03,5463,1.1847899453598867,0.7278026829973834,0.26638708718573484,0.005810229816881877,6178.0,32012.0
Rajasthan,2025-09-04,5152,1.1980732604798303,0.6776970215408376,0.3167866758947944,0.005516302564368065,4008.0,19994.0
Rajasthan,2025-09-05,2531,1.0428674572408863,0.7969877367677537,0.19561858820498346,0.007393675027262813,4729.0,13023.0
Rajasthan,2025-09-06,4150,1.1852605769016007,0.7546756426532314,0.23401467678037832,0.011309680566390222,5039.0,23363.0
Rajasthan,2025-09-07,1592,1.2344890358278624,0.8442141564845316,0.14428440414878968,0.01150143936667866,1676.0,4293.0
Rajasthan,2025-09-08,6437,1.2794242054362268,0.735305908078252,0.2581475285437613,0.006546563377986678,7380.0,60826.0
Rajasthan,2025-09-09,7636,1.359011775241107,0.7332783606461345,0.26287709873846216,0.003844540615403456,8313.0,57795.0
Rajasthan,2025-09-10,7692,1.241691678668157,0.7035177294950787,0.2938793072308712,0.0026029632740499947,8821.0,45755.0
Rajasthan,2025-09-11,6326,1.0995996197451883,0.654695942547924,0.34170190759170255,0.0036021498603735448,7721.0,53989.0
Rajasthan,2025-09-12,7107,1.1734696198781767,0.6696307141068213,0.3263165588176279,0.0040527270755508545,12055.0,51612.0
Rajasthan,2025-09-13,5514,1.151934048077057,0.6996432618322854,0.29689862977867704,0.0034581083890375766,5325.0,37487.0
Rajasthan,2025-09-14,1651,0.9603241864694823,0.7897956872426902,0.20368460175843217,0.006519710998877665,1051.0,6166.0
Rajasthan,2025-09-15,5106,0.9864196352551304,0.6870243823576959,0.30872113989485317,0.004254477747450927,7993.0,55147.0
Rajasthan,2025-09-16,5990,1.0026226091485049,0.6772273309980908,0.31935620109572255,0.003416467906186494,3223.0,47736.0
Rajasthan,2025-09-17,5994,1.3235569801636307,0.6836729989183257,0.3126401903844726,0.0036868106972017664,7157.0,41058.0
Rajasthan,2025-09-18,5837,1.0887190466458179,0.6590873164399672,0.33546222508604484,0.0054504584739878854,6043.0,38739.0
Rajasthan,2025-09-19,5272,1.0146375395435814,0.6448191043903632,0.3493756638890734,0.005805231720563528,2652.0,27930.0
Rajasthan,2025-09-20,3667,0.9064359577915825,0.6391085894524968,0.35683596398269335,0.004055446564809861,2188.0,0.0
Rajasthan,2025-09-21,360,0.6572943763161155,0.6261790846029976,0.36657453858540817,0.007246376811594203,0.0,0.0
Rajasthan,2025-09-22,1344,0.8691851221311369,0.5223741384187182,0.46593907818990427,0.011686783391377638,0.0,0.0
Rajasthan,2025-09-23,4153,1.0792483871068745,0.5439360379980616,0.4488742117824484,0.0071897502194899965,0.0,0.0
Rajasthan,2025-09-24,4995,1.0556389488769793,0.61469383739533,0.38241271108917824,0.0028934515154916923,0.0,0.0
Rajasthan,2025-09-25,4803,0.8689807472666301,0.6506698040733622,0.3457329817615721,0.0035972141650656795,0.0,0.0
Rajasthan,2025-09-26,3387,0.8625538137335965,0.6737394689593779,0.3245990296632117,0.0016615013774104682,0.0,0.0
Rajasthan,2025-09-27,1129,0.5178999685682854,0.641067892503536,0.35431164545025934,0.00462046204620462,0.0,0.0
Rajasthan,2025-09-28,186,0.22162534435261708,0.6524793388429753,0.34063360881542704,0.0068870523415977955,0.0,0.0
Rajasthan,2025-09-29,431,0.19982578397212544,0.6237514518002323,0.3640534262485482,0.012195121951219513,0.0,0.0
Rajasthan,2025-09-30,31,0.06790123456790123,0.46296296296296297,0.5370370370370371,0.0,0.0,0.0
Rajasthan,2025-10-13,5724,0.8936747937509445,0.6963515969370505,0.30058656026230074,0.0030618428006487708,1391.0,0.0
Rajasthan,2025-10-15,3368,0.9075563879463339,0.6591017790703707,0.3331696265566976,0.0077285943729318235,3246.0,0.0
Rajasthan,2025-10-16,1852,0.5454079312237995,0.6067937634554401,0.37710154117339745,0.016104695371162436,3404.0,0.0
Rajasthan,2025-10-17,4980,0.9593684837495002,0.6408951742069232,0.3538407858253193,0.005264039967757378,4600.0,0.0
Rajasthan,2025-10-18,2735,0.7520172025147019,0.6862652293912415,0.3116567560307439,0.002078014578014578,2247.0,0.0
Rajasthan,2025-10-19,2626,0.7227413487167769,0.7419232956856703,0.2569372540127782,0.001139450301551494,1534.0,0.0
Rajasthan,2025-10-20,571,0.26029351395730704,0.7163553639846743,0.270713601532567,0.01293103448275862,0.0,0.0
Rajasthan,2025-10-21,203,0.11212121212121212,0.6267676767676768,0.348989898989899,0.024242424242424242,333.0,0.0
Rajasthan,2025-10-22,7,0.0,1.0,0.0,0.0,97.0,0.0
Rajasthan,2025-10-23,16,0.03333333333333333,0.7333333333333333,0.13333333333333333,0.13333333333333333,185.0,0.0
Rajasthan,2025-10-24,1171,0.48430051858210005,0.6716873882335149,0.31610293316336385,0.012209678603121226,155.0,0.0
Rajasthan,2025-10-25,2477,0.6873246574292587,0.6715130393866505,0.32716102351848125,0.0013259370948681707,2157.0,0.0
Rajasthan,2025-10-26,1086,0.45126245756322053,0.6251721888197398,0.37200105286186996,0.0028267583183901176,6766.0,0.0
Sikkim,2025-04-01,176,1.5918367346938775,0.35778563393861484,0.49059938936204406,0.15161497669934115,0.0,4536.0
Sikkim,2025-07-01,431,0.43346226458534787,0.33265856950067474,0.5984817813765182,0.06885964912280701,0.0,2450.0
Sikkim,2025-09-01,49,0.19610453648915185,0.5961538461538461,0.36538461538461536,0.038461538461538464,200.0,129.0
Sikkim,2025-09-02,54,0.35714285714285715,0.5476190476190476,0.40773809523809523,0.044642857142857144,163.0,96.0
Sikkim,2025-09-03,44,0.2833333333333333,0.30666666666666664,0.58,0.11333333333333334,102.0,125.0
Sikkim,2025-09-04,49,0.2878472222222222,0.49548611111111107,0.47500000000000003,0.029513888888888885,81.0,70.0
Sikkim,2025-09-05,24,0.19270833333333331,0.359375,0.484375,0.15625,165.0,82.0
Sikkim,2025-09-06,5,0.125,0.875,0.125,0.0,40.0,21.0
Sikkim,2025-09-08,46,0.4880952380952381,0.3611111111111111,0.5912698412698413,0.047619047619047616,172.0,98.0
Sikkim,2025-09-09,38,0.3349206349206349,0.38095238095238093,0.5714285714285714,0.047619047619047616,125.0,133.0
Sikkim,2025-09-10,19,0.0625,0.40625,0.59375,0.0,89.0,177.0
Sikkim,2025-09-11,24,0.2690476190476191,0.34761904761904766,0.5809523809523809,0.07142857142857142,105.0,143.0
Sikkim,2025-09-12,37,0.39682539682539675,0.6031746031746031,0.38095238095238093,0.015873015873015872,161.0,206.0
Sikkim,2025-09-13,44,0.2569444444444444,0.6319444444444444,0.3125,0.05555555555555555,45.0,103.0
Sikkim,2025-09-14,2,-0.25,1.0,0.0,0.0,3.0,0.0
Sikkim,2025-09-15,24,0.39285714285714285,0.41666666666666663,0.5833333333333333,0.0,91.0,103.0
Sikkim,2025-09-16,36,0.27380952380952384,0.5238095238095238,0.47619047619047616,0.0,51.0,63.0
Sikkim,2025-09-17,16,0.29545454545454547,0.36363636363636365,0.6363636363636364,0.0,68.0,47.0
Sikkim,2025-09-18,36,0.2424242424242424,0.5303030303030303,0.4696969696969697,0.0,137.0,83.0
Sikkim,2025-09-19,29,0.46875,0.23958333333333331,0.7604166666666666,0.0,37.0,56.0
Sikkim,2025-09-20,37,0.3412698412698412,0.5753968253968255,0.4246031746031746,0.0,15.0,0.0
Sikkim,2025-09-22,31,0.21354166666666666,0.41666666666666663,0.5833333333333333,0.0,0.0,0.0
Sikkim,2025-09-23,25,0.06666666666666667,0.4333333333333333,0.5666666666666667,0.0,0.0,0.0
Sikkim,2025-09-24,27,0.27192982456140347,0.4473684210526316,0.5526315789473685,0.0,0.0,0.0
Sikkim,2025-09-25,21,0.05357142857142857,0.4642857142857143,0.5357142857142857,0.0,0.0,0.0
Sikkim,2025-09-26,18,0.2121212121212121,0.30303030303030304,0.6515151515151515,0.045454545454545456,0.0,0.0
Sikkim,2025-09-27,1,0.0,0.0,1.0,0.0,0.0,0.0
Sikkim,2025-09-29,1,0.0,0.0,1.0,0.0,0.0,0.0
Sikkim,2025-10-13,39,0.4797101449275362,0.43333333333333335,0.5666666666666667,0.0,18.0,0.0
Sikkim,2025-10-15,32,0.14166666666666666,0.6291666666666667,0.3583333333333333,0.0125,81.0,0.0
Sikkim,2025-10-16,22,0.1722222222222222,0.538888888888889,0.4611111111111111,0.0,94.0,0.0
Sikkim,2025-10-17,42,0.25362318840579706,0.4710144927536231,0.5289855072463768,0.0,64.0,0.0
Sikkim,2025-10-18,31,0.178030303030303,0.45833333333333337,0.34469696969696967,0.19696969696969696,26.0,0.0
Sikkim,2025-10-19,22,0.125,0.7083333333333334,0.2916666666666667,0.0,30.0,0.0
Sikkim,2025-10-20,3,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
Sikkim,2025-10-21,1,0.0,1.0,0.0,0.0,0.0,0.0
Sikkim,2025-10-24,14,0.125,0.20833333333333334,0.375,0.4166666666666667,0.0,0.0
Sikkim,2025-10-25,22,0.09259259259259259,0.39814814814814814,0.6018518518518519,0.0,10.0,0.0
Sikkim,2025-10-26,8,0.0,0.5,0.5,0.0,40.0,0.0
Tamil Nadu,2025-03-20,34,0.0,0.35294117647058826,0.35294117647058826,0.29411764705882354,0.0,0.0
Tamil Nadu,2025-04-01,499,1.0785083106576105,0.7111266012960071,0.17346921499196996,0.11540418371202285,21447.0,491490.0
Tamil Nadu,2025-05-01,420,0.5887226932579676,0.755538919016403,0.1568148996285438,0.0876461813550531,11832.0,492262.0
Tamil Nadu,2025-06-01,1931,0.2978813711621242,0.6878603047133878,0.19413483718351912,0.11800485810309311,2153.0,511757.0
Tamil Nadu,2025-07-01,972,0.43032056408244035,0.5914075554456591,0.31540499920674,0.09318744534760082,10287.0,552778.0
Tamil Nadu,2025-09-01,3916,0.4825898599570496,0.8418017367886622,0.15584330709915625,0.002354956112181546,9349.0,18750.0
Tamil Nadu,2025-09-02,3766,0.5817512486187968,0.8409568892199999,0.1558128702301719,0.0032302405498281788,8481.0,17247.0
Tamil Nadu,2025-09-03,3633,0.544349887285066,0.8469771654136851,0.15187022969927028,0.0011526048870447209,7002.0,15561.0
Tamil Nadu,2025-09-04,2750,0.42404293631358914,0.8405096566872797,0.15913114791042138,0.00035919540229885057,3752.0,9702.0
Tamil Nadu,2025-09-05,187,0.18408888888888889,0.7817333333333334,0.21026666666666666,0.008,1688.0,932.0
Tamil Nadu,2025-09-06,2709,0.47491183495197614,0.829919746214717,0.1697492994857549,0.00033095429952803037,7398.0,17294.0
Tamil Nadu,2025-09-07,280,0.19278535534816943,0.7725532424024887,0.22242163196937065,0.005025125628140704,895.0,1075.0
Tamil Nadu,2025-09-08,3911,0.4922990538249062,0.8359748343534406,0.16267090419675656,0.001354261449802851,9808.0,21815.0
Tamil Nadu,2025-09-09,3791,0.584381365718321,0.8477038951868434,0.15019574150707124,0.0021003633060853767,9712.0,21466.0
Tamil Nadu,2025-09-10,3796,0.5776944866450114,0.8582741044705517,0.14105249485604762,0.0006734006734006734,11471.0,20638.0
Tamil Nadu,2025-09-11,3472,0.5094011122857277,0.843931825662595,0.15439342266265343,0.0016747516747516746,8114.0,19602.0
Tamil Nadu,2025-09-12,3882,0.5915553468132667,0.8442804664824446,0.15450555575490504,0.001213977762650329,10001.0,20568.0
Tamil Nadu,2025-09-13,3296,0.49950472813885877,0.8200175224978052,0.17924063773958354,0.000741839762611276,7150.0,17447.0
Tamil Nadu,2025-09-14,242,0.1573968253968254,0.732984126984127,0.26130158730158726,0.005714285714285714,840.0,1048.0
Tamil Nadu,2025-09-15,2948,0.4163759079304534,0.8289770421497694,0.1669623517896245,0.0040606060606060606,8828.0,19102.0
Tamil Nadu,2025-09-16,3445,0.5158403354588538,0.84514545819228,0.15355338259314688,0.0013011592145729832,4912.0,20307.0
Tamil Nadu,2025-09-17,3523,0.5085307929318408,0.8526612074182924,0.14559391583683082,0.0017448767448767447,9308.0,19871.0
Tamil Nadu,2025-09-18,3514,0.5550838199906963,0.8508403293655861,0.148925752505759,0.00023391812865497074,4453.0,20431.0
Tamil Nadu,2025-09-19,3385,0.49413784175778636,0.8453604774129025,0.14815785241070548,0.006481670176392002,4272.0,16374.0
Tamil Nadu,2025-09-20,2693,0.4225842159976122,0.8374116382881959,0.16184944545564656,0.0007389162561576355,3893.0,0.0
Tamil Nadu,2025-09-21,108,0.09907407407407406,0.7018518518518518,0.29814814814814816,0.0,0.0,0.0
Tamil Nadu,2025-09-22,3012,0.40907845209531424,0.8778884625475535,0.12137839962253452,0.0007331378299120235,0.0,0.0
Tamil Nadu,2025-09-23,3119,0.5126327340449562,0.8634077577986833,0.13554197963567527,0.0010502625656414104,0.0,0.0
Tamil Nadu,2025-09-24,3405,0.5867771918557633,0.8909082663368378,0.1083774479488765,0.0007142857142857143,0.0,0.0
Tamil Nadu,2025-09-25,3024,0.4752720315266646,0.8930776547807683,0.10686939594463686,5.2949274594938046e-05,0.0,0.0
Tamil Nadu,2025-09-26,2546,0.43894510074950277,0.8547001724742589,0.14502297259772343,0.0002768549280177187,0.0,0.0
Tamil Nadu,2025-09-27,1099,0.20522655899506503,0.8077020444786259,0.190682881497148,0.0016150740242261102,0.0,0.0
Tamil Nadu,2025-09-28,56,0.05,0.7,0.3,0.0,0.0,0.0
Tamil Nadu,2025-09-29,547,0.09700665188470066,0.7289356984478935,0.2710643015521064,0.0,0.0,0.0
Tamil Nadu,2025-09-30,153,0.08421052631578947,0.5012531328320803,0.49874686716791977,0.0,0.0,0.0
Tamil Nadu,2025-10-13,4721,0.5037917190725113,0.82593432370969,0.17281853312781145,0.0012471431624985613,1372.0,0.0
Tamil Nadu,2025-10-15,2350,0.37551771145521146,0.8228287867610784,0.17644783360929195,0.0007233796296296296,4489.0,0.0
Tamil Nadu,2025-10-16,1597,0.26270884491309165,0.7948709615292021,0.19592782512398288,0.009201213346814964,4374.0,0.0
Tamil Nadu,2025-10-17,4902,0.5988047444476746,0.837164485870333,0.16253557411766947,0.00029994001199760045,5296.0,0.0
Tamil Nadu,2025-10-18,2247,0.36547061496936184,0.826281884364591,0.1729871214833621,0.0007309941520467836,2796.0,0.0
Tamil Nadu,2025-10-19,2268,0.2900541040391552,0.8630114792978679,0.13698852070213205,0.0,2202.0,0.0
Tamil Nadu,2025-10-20,798,0.18130787037037038,0.8711226851851852,0.12829861111111113,0.0005787037037037037,1213.0,0.0
Tamil Nadu,2025-10-21,369,0.11112425102491327,0.8602570167139704,0.13974298328602963,0.0,0.0,0.0
Tamil Nadu,2025-10-22,8,-0.0625,1.0,0.0,0.0,114.0,0.0
Tamil Nadu,2025-10-23,17,0.03125,0.6875,0.0,0.3125,282.0,0.0
Tamil Nadu,2025-10-24,1726,0.29099124408858923,0.8435512946574893,0.15510488364470665,0.0013438216978039986,0.0,0.0
Tamil Nadu,2025-10-25,3257,0.3924490368899718,0.8315830901743725,0.16515306480562325,0.003263845020004211,3896.0,0.0
Tamil Nadu,2025-10-26,1258,0.2487372825236289,0.7922762025164047,0.20266690747095298,0.0050568900126422255,10304.0,0.0
Telangana,2025-04-01,634,0.1818843379105288,0.7261932657921539,0.14933987707641477,0.12446685713143132,10479.0,142160.0
Telangana,2025-05-01,911,1.888408401662361,0.826201756983516,0.14713640202239553,0.02666184099408855,11178.0,167061.0
Telangana,2025-06-01,1516,1.380680110565554,0.5405645283190619,0.38108278613670205,0.07835268554423605,20329.0,205116.0
Telangana,2025-07-01,8581,0.7282256792301712,0.6897046580550174,0.2614889918632369,0.04880635008174572,35681.0,226619.0
Telangana,2025-09-01,2495,0.7287527762634218,0.7856198178607192,0.21040877040924844,0.00397141173003242,6717.0,10802.0
Telangana,2025-09-02,2533,0.63562235440369,0.8167961945402771,0.17869508690104888,0.004508718558673955,7307.0,10710.0
Telangana,2025-09-03,2555,0.7424795414085655,0.8250418340829045,0.1699056724787753,0.00505249343832021,3453.0,9395.0
Telangana,2025-09-04,2372,0.6853273964706623,0.8063722175662005,0.19251782224206987,0.0011099601917296286,6706.0,6580.0
Telangana,2025-09-05,452,0.2743269230769231,0.7741346153846154,0.21625,0.009615384615384616,2067.0,2452.0
Telangana,2025-09-06,1732,0.515674268090276,0.8204212413995022,0.1727605767823159,0.006818181818181818,5000.0,8347.0
Telangana,2025-09-07,106,0.3624733475479744,0.7938877043354655,0.20611229566453448,0.0,873.0,487.0
Telangana,2025-09-08,2861,0.7620129114984853,0.8412549514651954,0.15805852550987867,0.0006865230249260668,7563.0,10108.0
Telangana,2025-09-09,2995,0.8006474229798218,0.8450392779463973,0.15191283244321302,0.00304788961038961,6773.0,11175.0
Telangana,2025-09-10,2801,0.7358350077026444,0.8390141888270989,0.1585424425210926,0.0024433686518085494,9471.0,13538.0
Telangana,2025-09-11,2255,0.5726954538707083,0.8215929729343732,0.1751986065469532,0.0032084205186735143,2784.0,10443.0
Telangana,2025-09-12,2580,0.6600796124372221,0.8213778132983315,0.1736612966217308,0.004960890079937699,7225.0,11865.0
Telangana,2025-09-13,1430,0.5586934768398143,0.826448500398007,0.17114936437067618,0.0024021352313167263,4559.0,7399.0
Telangana,2025-09-14,93,0.3034482758620689,0.742816091954023,0.257183908045977,0.0,904.0,384.0
Telangana,2025-09-15,1899,0.5251240109792741,0.8240006298120334,0.17236789566833427,0.0036314745196324143,7933.0,12213.0
Telangana,2025-09-16,2115,0.6368171574700905,0.8429638196223391,0.15376070817760762,0.003275472200053206,7160.0,11414.0
Telangana,2025-09-17,1959,0.6759420799997237,0.8338070745063385,0.16324436700405826,0.002948558489603266,7336.0,11116.0
Telangana,2025-09-18,1408,0.488004217418053,0.85273645485536,0.14364035673884293,0.003623188405797101,2291.0,10676.0
Telangana,2025-09-19,1496,0.4600155590416595,0.8298828495337066,0.16368303708584192,0.006434113380451518,2761.0,8800.0
Telangana,2025-09-20,1496,0.5073000624422029,0.8528914972058784,0.14623057637271683,0.0008779264214046823,2411.0,0.0
Telangana,2025-09-21,15,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
Telangana,2025-09-22,1096,0.4290495919983295,0.7847334936131711,0.21449579347738765,0.0007707129094412332,0.0,0.0
Telangana,2025-09-23,1173,0.43348130778686333,0.7750790978568756,0.22100114905670462,0.003919753086419753,0.0,0.0
Telangana,2025-09-24,1282,0.4968618855891583,0.8067443112443113,0.1896950826950827,0.0035606060606060605,0.0,0.0
Telangana,2025-09-25,851,0.4480330886805707,0.7627982462514836,0.2312065499115859,0.005995203836930456,0.0,0.0
Telangana,2025-09-26,580,0.29646869983948637,0.7591492776886035,0.23312600321027288,0.007724719101123595,0.0,0.0
Telangana,2025-09-27,236,0.09842105263157894,0.7743859649122806,0.2256140350877193,0.0,0.0,0.0
Telangana,2025-09-28,12,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0
Telangana,2025-09-29,136,0.10639880952380952,0.7611607142857143,0.23883928571428573,0.0,0.0,0.0
Telangana,2025-09-30,68,0.03125,0.71875,0.28125,0.0,0.0,0.0
Telangana,2025-10-13,2225,0.6053073358189088,0.8098948131918425,0.18885697147264052,0.0012482153355169228,674.0,0.0
Telangana,2025-10-15,1504,0.5669879368848677,0.8042536824454325,0.18814240068806076,0.007603916866506795,3636.0,0.0
Telangana,2025-10-16,1144,0.39779883787236725,0.7869080030921329,0.2058995365904067,0.007192460317460318,2673.0,0.0
Telangana,2025-10-17,4311,0.9155938332926056,0.8280491138393581,0.1694822075208839,0.0024686786397580696,4866.0,0.0
Telangana,2025-10-18,1923,0.6198353344964737,0.8639793859909217,0.1341712989405852,0.0018493150684931509,2775.0,0.0
Telangana,2025-10-19,2512,0.7136956569952961,0.8391213264967516,0.1600570772591169,0.0008215962441314554,3605.0,0.0
Telangana,2025-10-20,358,0.18211538461538462,0.8094230769230769,0.18096153846153845,0.009615384615384616,1376.0,0.0
Telangana,2025-10-21,152,0.09487179487179487,0.8628205128205129,0.11410256410256411,0.023076923076923078,0.0,0.0
Telangana,2025-10-22,6,0.0,1.0,0.0,0.0,65.0,0.0
Telangana,2025-10-23,11,0.0,0.45454545454545453,0.09090909090909091,0.45454545454545453,147.0,0.0
Telangana,2025-10-24,2008,0.5604050731191392,0.8240684435061885,0.17155435250122297,0.004377203992588608,0.0,0.0
Telangana,2025-10-25,3855,0.8122336349127005,0.833668911169305,0.16492966287569763,0.0014014259549973835,3687.0,0.0
Telangana,2025-10-26,998,0.4279628237259816,0.7743458646616541,0.2209611528822055,0.00469298245614035,7842.0,0.0
The Dadra And Nagar Haveli And Daman And Diu,2025-06-01,249,0.0,0.7550200803212851,0.19678714859437751,0.04819277108433735,0.0,0.0
The Dadra And Nagar Haveli And Daman And Diu,2025-07-01,467,0.8755020080321285,0.7708779443254818,0.19700214132762311,0.032119914346895075,0.0,0.0
Tripura,2025-04-01,286,0.694,0.5388708708708708,0.2904264264264264,0.1707027027027027,0.0,47615.0
Tripura,2025-06-01,167,0.03424748277689449,0.3790106951871658,0.49695484254307787,0.1240344622697564,0.0,32493.0
Tripura,2025-07-01,665,0.5071725805059139,0.5470983059155102,0.3844007903685323,0.06850090371595748,0.0,30667.0
Tripura,2025-09-01,250,0.8374223446804092,0.6608955858955858,0.31346338846338845,0.02564102564102564,762.0,1267.0
Tripura,2025-09-02,250,0.9892444553579007,0.5764146264566433,0.40725884293111186,0.016326530612244896,646.0,1193.0
Tripura,2025-09-03,217,0.8818244642354549,0.6036469851098334,0.39145105410585285,0.004901960784313725,375.0,1140.0
Tripura,2025-09-04,192,0.9418685791820121,0.6328390514957679,0.3671609485042321,0.0,856.0,955.0
Tripura,2025-09-05,19,0.24358974358974358,0.7435897435897435,0.2564102564102564,0.0,189.0,139.0
Tripura,2025-09-06,130,0.5988888888888889,0.6749494949494949,0.30686868686868685,0.01818181818181818,372.0,929.0
Tripura,2025-09-07,13,0.225,0.575,0.325,0.1,39.0,105.0
Tripura,2025-09-08,200,0.597837089381207,0.6857922714540362,0.31053125795772857,0.003676470588235294,675.0,947.0
Tripura,2025-09-09,223,0.626223876767355,0.690046406894233,0.2882144626709844,0.021739130434782608,749.0,861.0
Tripura,2025-09-10,160,0.4168280871670702,0.6777374226526769,0.2940139897767016,0.028248587570621465,771.0,1214.0
Tripura,2025-09-11,183,0.8307169760559591,0.5948614474038203,0.3797148237826204,0.025423728813559324,269.0,996.0
Tripura,2025-09-12,173,0.5135802469135802,0.6686948853615521,0.331305114638448,0.0,768.0,1054.0
Tripura,2025-09-13,27,0.7738095238095238,0.9261904761904762,0.0738095238095238,0.0,164.0,115.0
Tripura,2025-09-14,9,-0.1,0.6666666666666666,0.3333333333333333,0.0,44.0,39.0
Tripura,2025-09-15,151,0.6785289115646258,0.6737103174603174,0.32628968253968255,0.0,610.0,1099.0
Tripura,2025-09-16,142,0.6180114638447972,0.7182760141093475,0.2724647266313933,0.009259259259259259,465.0,1060.0
Tripura,2025-09-17,21,0.09375,0.65625,0.34375,0.0,59.0,153.0
